70.0,5959.807,6475.0,8051.162,2483.467,3289.062,3566.584,4192.909,4923.31,4842.705,7511.441,4699.646,5518.023,4838.848,2224.551,3807.916,2989.098,2396.345,2903.334,4351.886,3640.371,3783.752,7084.931,2396.464,4094.636,4989.362,4686.549,5631.605,5222.483,2349.074,3766.581,3145.275,2428.307,2929.087,4463.809,3672.326,3767.561,6494.67,2483.467,1657.6,-96.677,3722.523,4977.588,2844.464,6647.725
5959.807,70.0,-96.677,68.3592,3154.55,3379.817,7932.561,2539.768,68.3592,-278.131,8049.713,3179.792,11582.76,1623.216,7044.156,5295.731,6645.247,4854.542,4657.198,10835.475,490.826,2598.414,-68.3592,4877.453,1232.609,3195.654,3307.178,11909.66,1385.622,7336.903,5460.175,7115.115,5106.339,4657.198,11126.556,619.017,2717.54,-96.677,4908.197,2300.536,1910.223,199.927,68.3592,4521.986,9308.397
6475.0,-96.677,70.0,68.3592,3832.997,4055.149,8574.566,3174.528,175.0,-136.717,8650.054,3812.564,12225.052,1387.512,7598.976,5783.078,6953.352,5399.905,4961.187,11468.555,1083.481,3141.348,136.717,5403.825,1802.612,3793.517,3816.239,12404.343,1275.197,7755.328,5872.944,7385.469,5544.28,4981.396,11604.614,1220.905,3142.832,187.88,5530.175,2899.211,1657.6,811.314,68.3592,5142.529,9943.521
8051.162,68.3592,68.3592,70.0,5380.116,5570.026,10191.265,4703.965,1771.231,232.358,9887.535,5351.22,13865.278,1308.174,9288.202,7361.228,8579.858,7031.01,6550.467,13128.577,1568.623,4703.965,341.796,6990.732,3444.427,5261.872,5477.234,14110.978,1401.309,9572.066,7639.436,9131.773,7343.77,6731.928,13341.44,1827.875,4894.239,410.158,7167.44,4544.743,1466.115,2442.412,1341.032,6793.822,11381.587
2483.467,3154.55,3832.997,5380.116,70.0,-1498.35,-175.0,350.0,2278.367,1428.091,483.371,68.3592,3165.26,3571.316,1039.458,1238.041,3777.081,152.859,1729.371,2720.291,2312.989,451.136,4235.217,-136.717,1535.968,-669.718,-68.3592,3212.153,3431.176,1110.669,1310.568,3820.754,278.131,1587.873,2712.5,2356.998,352.254,3654.504,-514.08,-68.3592,2147.852,278.131,1455.636,-1581.972,604.562
3289.062,3379.817,4055.149,5570.026,-1498.35,70.0,2975.0,350.0,2540.209,1499.435,1162.112,222.075,6160.301,3896.102,3024.511,2098.327,4426.877,1339.534,2161.691,5719.308,2570.386,775.068,4416.167,368.13,1845.613,-381.92,187.88,6237.644,3795.631,2950.171,2176.643,4543.462,1400.686,2078.188,5719.308,2759.757,695.632,3892.721,595.875,668.22,2646.539,278.131,1481.095,-350.0,2242.191
3566.584,7932.561,8574.566,10191.265,-175.0,2975.0,70.0,5164.446,6929.958,6271.566,2242.73,4128.733,2772.987,7806.708,1688.652,1947.001,5438.265,1260.483,3568.362,2372.692,5724.138,3820.404,9039.842,2042.775,6020.511,3053.295,4128.733,3028.375,7869.393,1678.614,2148.216,5508.706,1160.096,3744.72,2594.557,5824.14,3948.525,8441.916,199.927,1737.365,4280.591,4704.336,6316.478,1575.0,736.253
4192.909,2539.768,3174.528,4703.965,350.0,350.0,5164.446,70.0,1619.023,761.166,4802.623,302.281,8736.217,2683.597,4336.297,2689.946,4588.969,2127.314,2339.092,8078.14,1427.734,281.855,3402.707,2031.463,925.288,96.677,260.785,8869.098,2775.451,4398.366,2533.384,4803.162,2073.267,2102.674,8086.813,1612.198,273.441,2899.89,2483.201,521.57,2594.039,-136.717,579.978,1766.583,6043.891
4923.31,68.3592,175.0,1771.231,2278.367,2540.209,6929.958,1619.023,70.0,-136.717,7451.661,2389.576,10559.899,1055.075,5979.491,4391.905,5604.872,3900.414,3696.784,9790.725,1156.498,1827.714,1031.842,3965.143,175.0,2558.556,2466.744,10879.897,933.681,6241.284,4471.656,5965.407,4098.136,3594.885,10072.727,1244.089,1835.344,466.417,3880.527,1234.499,1592.906,-68.3592,-96.677,3517.682,8506.988
4842.705,-278.131,-136.717,232.358,1428.091,1499.435,6271.566,761.166,-136.717,70.0,5993.729,1461.243,9936.808,1500.576,5643.925,3929.625,5601.813,3450.328,3567.522,9258.641,551.131,1275.197,68.3592,3424.498,269.598,1305.752,1461.243,10104.696,1220.905,5805.324,3938.571,5965.925,3543.309,3408.083,9389.205,619.017,1280.678,-68.3592,3500.665,1050.0,1783.719,-341.796,-96.677,2917.691,7394.065
